SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-16-2017,Condo/Co-op,520 N Street SW Unit S313,Washington,DC,20024,250777,1,1.0,Sw Waterfront,540,,1966,63,464,532,Sold,,,http://www.redfin.com/DC/Washington/520-N-St-SW-20024/unit-S313/home/142312121,MRIS,DC10003808,N,Y,38.8743973,-77.0187172
PAST SALE,,Condo/Co-op,1831 2nd St NE Unit 409,Washington,DC,20002,279000,1,1.0,,439,,1900,,636,,,,,http://www.redfin.com/DC/Washington/1831-2nd-St-NE-20002/unit-409/home/96402127,,,N,Y,38.9152183,-77.0031632
PAST SALE,,Condo/Co-op,1831 2nd St NE Unit 406,Washington,DC,20002,284900,1,1.0,,537,,1900,,531,,,,,http://www.redfin.com/DC/Washington/1831-2nd-St-NE-20002/unit-406/home/96402128,,,N,Y,38.9152183,-77.0031632
PAST SALE,,Condo/Co-op,700 7th St SW Apt 509,Washington,DC,20024,315000,1,1.0,,740,,1967,,426,,,,,http://www.redfin.com/DC/Washington/700-7th-St-SW-20024/unit-509/home/9880638,,,N,Y,38.8802669,-77.0215353
PAST SALE,August-9-2017,Condo/Co-op,616 E St NW #509,Washington,DC,20004,442500,1,1.0,Penn Quarter,737,,2004,70,600,437,Sold,,,http://www.redfin.com/DC/Washington/616-E-St-NW-20004/unit-509/home/10342907,MRIS,DC9962281,N,Y,38.8956235,-77.0210741
PAST SALE,,Condo/Co-op,555 Massachusetts Ave NW Apt 106,Washington,DC,20001,409000,1,1.0,,625,,2005,,654,,,,,http://www.redfin.com/DC/Washington/555-Massachusetts-Ave-NW-20001/unit-106/home/10347760,,,N,Y,38.9017583,-77.0194236
PAST SALE,August-16-2017,Condo/Co-op,2915 8th St SE #5201,Washington,DC,20032,138000,1,1.0,Congress Heights,600,,1952,63,230,95,Sold,,,http://www.redfin.com/DC/Washington/2915-8th-St-SE-20032/unit-5201/home/140115526,MRIS,DC9997535,N,Y,38.845578,-76.9950257
PAST SALE,August-16-2017,Condo/Co-op,2725 39th St NW #503,Washington,DC,20007,364000,1,1.0,Glover Park,743,,1959,63,490,542,Sold,,,http://www.redfin.com/DC/Washington/2725-39th-St-NW-20007/unit-503/home/11747287,MRIS,DC9959078,N,Y,38.925285,-77.0785607
PAST SALE,August-18-2017,Condo/Co-op,3900 14th St NW #508,Washington,DC,20011,357000,1,1.0,Columbia Heights,644,,1931,61,554,374,Sold,,,http://www.redfin.com/DC/Washington/3900-14th-St-NW-20011/unit-508/home/28497074,MRIS,DC10003412,N,Y,38.9387185,-77.0335111
PAST SALE,August-22-2017,Condo/Co-op,2707 Adams Mill Rd NW #503,Washington,DC,20009,362000,1,1.0,Adams Morgan/lanier Heights,650,,1927,57,557,380,Sold,,,http://www.redfin.com/DC/Washington/2707-Adams-Mill-Rd-NW-20009/unit-503/home/21477577,MRIS,DC9998093,N,Y,38.9243912,-77.0442999
PAST SALE,,Condo/Co-op,916 G St NW Apt 705,Washington,DC,20001,425000,1,1.0,,593,,2002,,717,,,,,http://www.redfin.com/DC/Washington/916-G-St-NW-20001/unit-705/home/10189788,,,N,Y,38.8980199,-77.0248535
PAST SALE,August-14-2017,Condo/Co-op,1441 Rhode Island Ave NW Unit M08,Washington,DC,20005,499000,1,1.0,Old City #2,642,,2003,65,777,407,Sold,,,http://www.redfin.com/DC/Washington/1441-Rhode-Island-Ave-NW-20005/unit-M08/home/21647979,MRIS,DC10003812,N,Y,38.9085968,-77.0337573
PAST SALE,August-17-2017,Condo/Co-op,3028 Wisconsin Ave NW #205,Washington,DC,20016,269000,1,1.0,Cleveland Park,466,,1930,62,577,326,Sold,,,http://www.redfin.com/DC/Washington/3028-Wisconsin-Ave-NW-20016/unit-205/home/10190506,MRIS,DC9978193,N,Y,38.9303796,-77.0733087
PAST SALE,August-14-2017,Condo/Co-op,1239 Vermont Ave NW #403,Washington,DC,20005,382500,1,1.0,Logan Circle,644,,1964,65,594,594,Sold,,,http://www.redfin.com/DC/Washington/1239-Vermont-Ave-NW-20005/unit-403/home/9872876,MRIS,DC9995694,N,Y,38.9069933,-77.0307069
PAST SALE,August-30-2017,Condo/Co-op,4200 Cathedral Ave NW #902,Washington,DC,20016,220000,1,1.0,Wesley Heights,720,,1957,49,306,623,Sold,,,http://www.redfin.com/DC/Washington/4200-Cathedral-Ave-NW-20016/unit-902/home/9958210,MRIS,DC9975735,N,Y,38.9296124,-77.0828221
PAST SALE,August-21-2017,Condo/Co-op,1 Scott Cir NW #206,Washington,DC,20036,256000,1,1.0,Old City #2,518,,1891,58,494,502,Sold,,,http://www.redfin.com/DC/Washington/1-Scott-Cir-NW-20036/unit-206/home/9868793,MRIS,DC9962556,N,Y,38.9077561,-77.035982
PAST SALE,August-25-2017,Condo/Co-op,1316 New Hampshire Ave NW #305,Washington,DC,20036,369900,1,1.0,Dupont Circle,515,,1918,54,718,284,Sold,,,http://www.redfin.com/DC/Washington/1316-New-Hampshire-Ave-NW-20036/unit-305/home/9057854,MRIS,DC9980108,N,Y,38.9078191,-77.0456381
PAST SALE,,Condo/Co-op,1011 M St NW Unit 305,Washington,DC,20001,213600,1,1.0,,540,,2016,,396,,,,,http://www.redfin.com/DC/Washington/1011-M-St-NW-20001/unit-305/home/113745565,,,N,Y,38.905853,-77.0263797
PAST SALE,August-25-2017,Condo/Co-op,1401 R St NW #408,Washington,DC,20009,550500,1,1.0,Old City #2,715,,1920,54,770,292,Sold,,,http://www.redfin.com/DC/Washington/1401-R-St-NW-20009/unit-408/home/55187249,MRIS,DC10010460,N,Y,38.9127883,-77.0322335
PAST SALE,August-29-2017,Condo/Co-op,1441 Euclid St NW #301,Washington,DC,20009,315000,1,1.0,Columbia Heights,551,,1939,50,572,408,Sold,,,http://www.redfin.com/DC/Washington/1441-Euclid-St-NW-20009/unit-301/home/10345110,MRIS,DC9964067,N,Y,38.9237967,-77.033627
PAST SALE,August-26-2017,Condo/Co-op,1752 Corcoran St NW Unit 3B,Washington,DC,20009,515000,1,1.0,Old City #2,671,,1885,53,768,613,Sold,,,http://www.redfin.com/DC/Washington/1752-Corcoran-St-NW-20009/unit-3B/home/9860483,MRIS,DC10015212,N,Y,38.9117118,-77.0404045
PAST SALE,October-2-2017,Condo/Co-op,1701 16th St NW #803,Washington,DC,20009,490000,1,1.0,Old City #2,667,,1920,16,735,580,Sold,,,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-803/home/40194668,MRIS,DC10028848,N,Y,38.9130203,-77.036064
PAST SALE,September-27-2017,Condo/Co-op,2032 15th St NW #7,Washington,DC,20009,360000,1,1.0,Old City #2,540,,1915,21,667,168,Sold,,,http://www.redfin.com/DC/Washington/2032-15th-St-NW-20009/unit-7/home/9867557,MRIS,DC9998556,N,Y,38.9179532,-77.034754
PAST SALE,October-16-2017,Condo/Co-op,326 8th St NE #202,Washington,DC,20002,410000,1,1.0,Capitol Hill,604,,2003,2,679,275,Sold,,,http://www.redfin.com/DC/Washington/326-8th-St-NE-20002/unit-202/home/10190013,MRIS,DC10055339,N,Y,38.8942405,-76.9953164
PAST SALE,September-29-2017,Condo/Co-op,420 16th St SE #103,Washington,DC,20003,322100,1,1.0,Old City #1,600,,1947,19,537,271,Sold,,,http://www.redfin.com/DC/Washington/420-16th-St-SE-20003/unit-103/home/28583397,MRIS,DC10049062,N,Y,38.883393,-76.9818206
PAST SALE,October-11-2017,Condo/Co-op,1820 Clydesdale Pl NW #407,Washington,DC,20009,295000,1,1.0,Adams Morgan,592,,1927,7,498,416,Sold,,,http://www.redfin.com/DC/Washington/1820-Clydesdale-Pl-NW-20009/unit-407/home/17360204,MRIS,DC10039797,N,Y,38.9251821,-77.0440536
PAST SALE,October-12-2017,Condo/Co-op,1365 Kennedy St NW #307,Washington,DC,20011,211000,1,1.0,16th Street Heights,625,,1936,6,338,399,Sold,,,http://www.redfin.com/DC/Washington/1365-Kennedy-St-NW-20011/unit-307/home/44613583,MRIS,DC10035671,N,Y,38.956451,-77.03263
PAST SALE,October-13-2017,Condo/Co-op,1451 Park Rd NW #308,Washington,DC,20010,305000,1,1.0,Columbia Heights,578,,1930,5,528,296,Sold,,,http://www.redfin.com/DC/Washington/1451-Park-Rd-NW-20010/unit-308/home/55188123,MRIS,DC10010858,N,Y,38.9310998,-77.0343103
PAST SALE,October-11-2017,Condo/Co-op,1367 K St SE #301,Washington,DC,20003,293000,1,1.0,Old City #1,503,,1946,7,583,331,Sold,,,http://www.redfin.com/DC/Washington/1367-K-St-SE-20003/unit-301/home/9915662,MRIS,DC10056773,N,Y,38.8782098,-76.9859372
PAST SALE,October-2-2017,Condo/Co-op,3010 Wisconsin Ave NW #407,Washington,DC,20016,315000,1,1.0,Cleveland Park,597,,1930,16,528,409,Sold,,,http://www.redfin.com/DC/Washington/3010-Wisconsin-Ave-NW-20016/unit-407/home/10190331,MRIS,DC10035812,N,Y,38.9296711,-77.0735058
PAST SALE,October-16-2017,Condo/Co-op,1423 R St NW #302,Washington,DC,20009,502500,1,1.0,Logan Circle,710,,1925,2,708,245,Sold,,,http://www.redfin.com/DC/Washington/1423-R-St-NW-20009/unit-302/home/9869964,MRIS,DC10050072,N,Y,38.9129224,-77.0330916
PAST SALE,August-18-2017,Condo/Co-op,3881 Newark St NW Unit C477,Washington,DC,20016,365000,1,1.0,Cleveland Park,682,,1942,61,535,344,Sold,,,http://www.redfin.com/DC/Washington/3881-Newark-St-NW-20016/unit-C477/home/142560768,MRIS,DC10005818,N,Y,38.9357282,-77.0767264
PAST SALE,,Condo/Co-op,2915 8th St SE #201,Washington,DC,20032,138000,1,1.0,,533,,1952,,259,,,,,http://www.redfin.com/DC/Washington/2915-8th-St-SE-20032/unit-201/home/21646287,,,N,Y,38.845578,-76.9950257
PAST SALE,,Condo/Co-op,1011 M St NW Unit 205,Washington,DC,20001,213600,1,1.0,,540,,2016,,396,,,,,http://www.redfin.com/DC/Washington/1011-M-St-NW-20001/unit-205/home/113745561,,,N,Y,38.905853,-77.0263797
PAST SALE,September-7-2017,Condo/Co-op,1250 4th St SW Unit W810,Washington,DC,20024,305165,1,1.0,Rla (sw),570,,1967,41,535,517,Sold,,,http://www.redfin.com/DC/Washington/1250-4th-St-SW-20024/unit-W810/home/9886230,MRIS,DC10027216,N,Y,38.8751976,-77.0172765
PAST SALE,August-29-2017,Condo/Co-op,1308 Clifton St NW #409,Washington,DC,20009,399500,1,1.0,Columbia Heights,696,,1912,50,574,345,Sold,,,http://www.redfin.com/DC/Washington/1308-Clifton-St-NW-20009/unit-409/home/10191008,MRIS,DC10016293,N,Y,38.9220978,-77.0302179
PAST SALE,,Condo/Co-op,1801 16th St NW Apt 209,Washington,DC,20009,594500,1,1.0,,730,,1917,,814,,,,,http://www.redfin.com/DC/Washington/1801-16th-St-NW-20009/unit-209/home/96401468,,,N,Y,38.9143561,-77.0363653
PAST SALE,September-5-2017,Condo/Co-op,3025 Ontario Rd NW #105,Washington,DC,20009,314000,1,1.0,Lanier Heights/adams Morgan,750,,1949,43,419,458,Sold,,,http://www.redfin.com/DC/Washington/3025-Ontario-Rd-NW-20009/unit-105/home/119139131,MRIS,DC9967169,N,Y,38.9260638,-77.0439265
PAST SALE,September-7-2017,Condo/Co-op,2440 16th St NW #412,Washington,DC,20009,365000,1,1.0,Mount Pleasant,650,,1929,41,562,481,Sold,,,http://www.redfin.com/DC/Washington/2440-16th-St-NW-20009/unit-412/home/10005795,MRIS,DC10029347,N,Y,38.92196,-77.0371949
PAST SALE,,Condo/Co-op,4840 MacArthur Blvd NW Apt 606,Washington,DC,20007,264900,1,1.0,,463,,1959,,572,,,,,http://www.redfin.com/DC/Washington/4840-MacArthur-Blvd-NW-20007/unit-606/home/12531173,,,N,Y,38.9170973,-77.0968538
PAST SALE,September-11-2017,Condo/Co-op,437 New York Ave NW #405,Washington,DC,20001,476000,1,1.0,Old City #2,731,,2008,37,651,520,Sold,,,http://www.redfin.com/DC/Washington/437-New-York-Ave-NW-20001/unit-405/home/22049216,MRIS,DC9951605,N,Y,38.9050314,-77.0168353
PAST SALE,,Condo/Co-op,911 2nd St NE Unit 306,Washington,DC,20002,449900,,,,,,,,,,,,,http://www.redfin.com/DC/Washington/911-2nd-St-NE-20002/unit-306/home/142938363,,,N,Y,38.9017741,-77.0033116
PAST SALE,August-30-2017,Condo/Co-op,30 17th St SE Unit B,Washington,DC,20003,335000,1,1.0,Capitol Hill,642,,1954,49,522,260,Sold,,,http://www.redfin.com/DC/Washington/30-17th-St-SE-20003/unit-B/home/12531862,MRIS,DC10008784,N,Y,38.8890422,-76.9805084
PAST SALE,September-11-2017,Condo/Co-op,1500 Pennsylvania Ave SE #310,Washington,DC,20003,460000,1,1.0,Old City #1,,,2017,37,,345,Sold,,,http://www.redfin.com/DC/Washington/1500-Pennsylvania-Ave-SE-20003/unit-310/home/113745697,MRIS,DC9973128,N,Y,38.879821,-76.983278
PAST SALE,September-30-2017,Condo/Co-op,3821 V St SE #101,Washington,DC,20020,80000,1,1.0,Hill Crest,580,,1940,18,138,286,Sold,,,http://www.redfin.com/DC/Washington/3821-V-St-SE-20020/unit-101/home/10154699,MRIS,DC9891850,N,Y,38.8641282,-76.9507527
PAST SALE,October-6-2017,Condo/Co-op,1851 Columbia Rd NW #705,Washington,DC,20009,414000,1,1.0,Kalorama,654,,1902,12,633,453,Sold,,,http://www.redfin.com/DC/Washington/1851-Columbia-Rd-NW-20009/unit-705/home/10002909,MRIS,DC9985308,N,Y,38.9209465,-77.0440781
PAST SALE,September-29-2017,Condo/Co-op,1401 17th St NW #310,Washington,DC,20036,425000,1,1.0,Old City #2,549,,1987,19,774,400,Sold,,,http://www.redfin.com/DC/Washington/1401-17th-St-NW-20036/unit-310/home/9866718,MRIS,DC10018433,N,Y,38.9089475,-77.0380411
PAST SALE,,Condo/Co-op,3819 V St SE #3819,Washington,DC,20020,82000,1,1.0,,750,,1940,,109,,,,,http://www.redfin.com/DC/Washington/3819-V-St-SE-20020/unit-3819/home/10154695,,,N,Y,38.8641528,-76.9518663
PAST SALE,,Condo/Co-op,3314 Mount Pleasant St NW Apt 36,Washington,DC,20010,347500,1,1.0,,590,,1922,,589,,,,,http://www.redfin.com/DC/Washington/3314-Mount-Pleasant-St-NW-20010/unit-36/home/22653228,,,N,Y,38.9330101,-77.0402446
PAST SALE,,Condo/Co-op,939 Longfellow St NW Apt 3,Washington,DC,20011,57500,1,1.0,,682,,1940,,84,,,,,http://www.redfin.com/DC/Washington/939-Longfellow-St-NW-20011/unit-3/home/10345471,,,N,Y,38.9576181,-77.0272529
PAST SALE,August-18-2017,Condo/Co-op,811 4th St NW #514,Washington,DC,20001,447000,1,1.0,Old City #2,703,,2007,61,636,482,Sold,,,http://www.redfin.com/DC/Washington/811-4th-St-NW-20001/unit-514/home/12532249,MRIS,DC10001822,N,Y,38.9009511,-77.0157111
PAST SALE,August-21-2017,Condo/Co-op,777 7th St NW #919,Washington,DC,20001,385000,1,1.0,Central,684,,2005,58,563,605,Sold,,,http://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-919/home/10193235,MRIS,DC9977359,N,Y,38.899494,-77.0217858
PAST SALE,August-18-2017,Condo/Co-op,1301 Longfellow St NW #207,Washington,DC,20011,214000,1,1.0,16th Street Heights,578,,1935,61,370,299,Sold,,,http://www.redfin.com/DC/Washington/1301-Longfellow-St-NW-20011/unit-207/home/21644497,MRIS,DC9965692,N,Y,38.9575334,-77.0300657
PAST SALE,August-28-2017,Condo/Co-op,1727 R St NW #202,Washington,DC,20009,502000,1,1.0,Old City #2,711,,1908,51,706,394,Sold,,,http://www.redfin.com/DC/Washington/1727-R-St-NW-20009/unit-202/home/9860289,MRIS,DC10021355,N,Y,38.9128363,-77.0395419
PAST SALE,September-29-2017,Condo/Co-op,4200 Cathedral Ave NW #1115,Washington,DC,20016,228000,1,1.0,Wesley Heights,725,,1957,19,314,664,Sold,,,http://www.redfin.com/DC/Washington/4200-Cathedral-Ave-NW-20016/unit-1115/home/9958327,MRIS,DC10034390,N,Y,38.9296124,-77.0828221
PAST SALE,July-25-2017,Condo/Co-op,1831 2nd St NE #406,Washington,DC,20002,284900,1,1.0,Eckington,537,,1900,85,531,261,Sold,,,http://www.redfin.com/DC/Washington/1831-2nd-St-NE-20002/unit-406/home/52664271,MRIS,DC9973623,N,Y,38.9152183,-77.0031632
PAST SALE,July-28-2017,Condo/Co-op,315 Evarts St NE #109,Washington,DC,20002,265000,1,1.0,Brookland,590,,1936,82,449,283,Sold,,,http://www.redfin.com/DC/Washington/315-Evarts-St-NE-20002/unit-109/home/21645378,MRIS,DC9980012,N,Y,38.924196,-77.0013201
PAST SALE,August-16-2017,Condo/Co-op,420 Oklahoma Ave NE #102,Washington,DC,20002,282699,1,1.0,Old City #1,630,,1944,63,449,269,Sold,,,http://www.redfin.com/DC/Washington/420-Oklahoma-Ave-NE-20002/unit-102/home/10350162,MRIS,DC10000808,N,Y,38.8957491,-76.9719959
PAST SALE,September-22-2017,Condo/Co-op,3052 Pineview Ct NE #3052,Washington,DC,20018,121000,1,1.0,Fort Lincoln,584,,1978,26,207,132,Sold,,,http://www.redfin.com/DC/Washington/3052-Pineview-Ct-NE-20018/unit-3052/home/10107400,MRIS,DC9823127,N,Y,38.9288792,-76.9572737
PAST SALE,September-28-2017,Condo/Co-op,219 T St NE Unit T2,Washington,DC,20002,163000,1,1.0,Eckington,425,,1913,20,384,169,Sold,,,http://www.redfin.com/DC/Washington/219-T-St-NE-20002/unit-T2/home/28497538,MRIS,DC10014866,N,Y,38.915307,-77.002685
PAST SALE,July-27-2017,Condo/Co-op,350 G St SW Unit N315,Washington,DC,20024,365000,1,1.0,Potomac Place,670,,2005,83,545,321,Sold,,,http://www.redfin.com/DC/Washington/350-G-St-SW-20024/unit-N315/home/113615820,MRIS,DC9901946,N,Y,38.8807664,-77.0165581
PAST SALE,August-14-2017,Condo/Co-op,2116 Suitland Ter SE #201,Washington,DC,20020,74000,1,1.0,Hill Crest,636,,1940,65,116,258,Sold,,,http://www.redfin.com/DC/Washington/2116-Suitland-Ter-SE-20020/unit-201/home/114026297,MRIS,DC9959178,N,Y,38.8628183,-76.9493839
PAST SALE,August-18-2017,Condo/Co-op,721 Brandywine St SE #102,Washington,DC,20032,100000,1,1.0,Congress Heights,571,,1953,61,175,227,Sold,,,http://www.redfin.com/DC/Washington/721-Brandywine-St-SE-20032/unit-102/home/113256505,MRIS,DC9877953,N,Y,38.8299771,-76.9950602
PAST SALE,July-24-2017,Condo/Co-op,2139 Suitland Ter SE #102,Washington,DC,20020,61500,1,1.0,Hill Crest,636,,1940,86,97,278,Sold,,,http://www.redfin.com/DC/Washington/2139-Suitland-Ter-SE-20020/unit-102/home/112999795,MRIS,DC9718509,N,Y,38.8622749,-76.9495682
PAST SALE,August-30-2017,Condo/Co-op,355 I St SW #214,Washington,DC,20024,380000,1,1.0,Rla (sw),672,,2005,49,565,336,Sold,,,http://www.redfin.com/DC/Washington/355-I-St-SW-20024/unit-214/home/143005753,MRIS,DC10015153,N,Y,38.8798038,-77.0165648
PAST SALE,August-31-2017,Condo/Co-op,226 3rd St NE Unit A,Washington,DC,20002,408900,1,1.0,Capitol Hill,554,,1971,48,738,297,Sold,,,http://www.redfin.com/DC/Washington/226-3rd-St-NE-20002/unit-A/home/143077280,MRIS,DC10021514,N,Y,38.893221,-77.0020396
PAST SALE,September-29-2017,Condo/Co-op,2711 Q St SE #203,Washington,DC,20020,1490,1,1.0,Hill Crest,700,,1950,19,2,900,Sold,,,http://www.redfin.com/DC/Washington/2711-Q-St-SE-20020/unit-203/home/102651540,MRIS,DC9896992,N,Y,38.8705138,-76.9683584
PAST SALE,,Condo/Co-op,1500 Pennsylvania Ave SE Apt 205,Washington,DC,20003,219100,1,1.0,,590,,2016,,371,,,,,http://www.redfin.com/DC/Washington/1500-Pennsylvania-Ave-SE-20003/unit-205/home/113745691,,,N,Y,38.879821,-76.983278
PAST SALE,July-20-2017,Condo/Co-op,730 24th St NW #618,Washington,DC,20037,300000,1,1.0,Foggy Bottom,730,,1961,90,411,671,Sold,,,http://www.redfin.com/DC/Washington/730-24th-St-NW-20037/unit-618/home/134313162,MRIS,DC9989454,N,Y,38.8991084,-77.0517335
PAST SALE,July-28-2017,Condo/Co-op,1701 16th St NW #152,Washington,DC,20009,332000,1,1.0,Dupont Circle,600,,1920,82,553,909,Sold,,,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-152/home/62143691,MRIS,DC9909433,N,Y,38.9130203,-77.036064
PAST SALE,July-28-2017,Condo/Co-op,1260 21st St NW #202,Washington,DC,20036,342500,1,1.0,Dupont,475,,1966,82,721,663,Sold,,,http://www.redfin.com/DC/Washington/1260-21st-St-NW-20036/unit-202/home/9052639,MRIS,DC9945247,N,Y,38.9067387,-77.0469768
PAST SALE,August-1-2017,Condo/Co-op,730 24th St NW #211,Washington,DC,20037,285000,1,1.0,Foggy Bottom,750,,1961,78,380,654,Sold,,,http://www.redfin.com/DC/Washington/730-24th-St-NW-20037/unit-211/home/21999424,MRIS,DC9957783,N,Y,38.8991084,-77.0517335
PAST SALE,July-21-2017,Condo/Co-op,1851 Columbia Rd NW #305,Washington,DC,20009,395000,1,1.0,Kalorama,703,,1902,89,562,434,Sold,,,http://www.redfin.com/DC/Washington/1851-Columbia-Rd-NW-20009/unit-305/home/10002828,MRIS,DC9963301,N,Y,38.9209465,-77.0440781
PAST SALE,July-28-2017,Condo/Co-op,525 Water St SW #407,Washington,DC,20024,389900,1,1.0,Southwest,510,,2016,82,765,381,Sold,,,http://www.redfin.com/DC/Washington/525-Water-St-SW-20024/unit-407/home/113745453,MRIS,DC9949836,N,Y,38.876059,-77.0202399
PAST SALE,,Condo/Co-op,1011 M St NW Unit 505,Washington,DC,20001,213600,1,1.0,,540,,2016,,396,,,,,http://www.redfin.com/DC/Washington/1011-M-St-NW-20001/unit-505/home/113745574,,,N,Y,38.905853,-77.0263797
PAST SALE,August-21-2017,Condo/Co-op,1915 16th St NW #501,Washington,DC,20009,365000,1,1.0,Dupont,750,,1923,58,487,455,Sold,,,http://www.redfin.com/DC/Washington/1915-16th-St-NW-20009/unit-501/home/21886725,MRIS,DC10000756,N,Y,38.9160766,-77.0360955
PAST SALE,August-21-2017,Condo/Co-op,950 25th St NW Unit 227-N,Washington,DC,20037,255000,1,1.0,Foggy Bottom,600,,1966,58,425,1073,Sold,,,http://www.redfin.com/DC/Washington/950-25th-St-NW-20037/unit-227N/home/108284813,MRIS,DC9933137,N,Y,38.901974,-77.0537004
PAST SALE,August-24-2017,Condo/Co-op,950 25th St NW Unit 502-N,Washington,DC,20037,245000,1,1.0,Foggy Bottom,651,,1966,55,376,1223,Sold,,,http://www.redfin.com/DC/Washington/950-25th-St-NW-20037/unit-502N/home/143145897,MRIS,DC10022109,N,Y,38.901974,-77.0537004
PAST SALE,September-5-2017,Condo/Co-op,1436 W St NW #105,Washington,DC,20009,138137,1,1.0,Old City #2,600,,1908,43,230,1076,Sold,,,http://www.redfin.com/DC/Washington/1436-W-St-NW-20009/unit-105/home/28474442,MRIS,DC9923274,N,Y,38.9188869,-77.0334795
PAST SALE,September-6-2017,Condo/Co-op,2311 Connecticut Ave NW #403,Washington,DC,20008,410000,1,1.0,Kalorama,722,,1911,42,568,607,Sold,,,http://www.redfin.com/DC/Washington/2311-Connecticut-Ave-NW-20008/unit-403/home/10000790,MRIS,DC10022291,N,Y,38.918839,-77.0486829
PAST SALE,September-29-2017,Condo/Co-op,1621 T St NW #707,Washington,DC,20009,426500,1,1.0,Dupont Circle,507,,1925,19,841,218,Sold,,,http://www.redfin.com/DC/Washington/1621-T-St-NW-20009/unit-707/home/9865430,MRIS,DC9982041,N,Y,38.9158099,-77.0380322
PAST SALE,September-20-2017,Condo/Co-op,801 Pennsylvania Ave NW #1206,Washington,DC,20004,380000,1,1.0,Central,505,,1990,28,752,709,Sold,,,http://www.redfin.com/DC/Washington/801-Pennsylvania-Ave-NW-20004/unit-1206/home/9878475,MRIS,DC9963510,N,Y,38.894388,-77.0235065
PAST SALE,September-29-2017,Condo/Co-op,1718 P St NW #704,Washington,DC,20036,415000,1,1.0,Dupont Circle,745,,1968,19,557,762,Sold,,,http://www.redfin.com/DC/Washington/1718-P-St-NW-20036/unit-704/home/9862733,MRIS,DC10039441,N,Y,38.9093943,-77.0392914
PAST SALE,September-25-2017,Condo/Co-op,2725 Connecticut Ave NW #107,Washington,DC,20008,390000,1,1.0,Garfield,747,,1989,23,522,574,Sold,,,http://www.redfin.com/DC/Washington/2725-Connecticut-Ave-NW-20008/unit-107/home/9989430,MRIS,DC9975245,N,Y,38.9263787,-77.0527254
PAST SALE,September-29-2017,Condo/Co-op,2022 Flagler Pl NW Unit F202,Washington,DC,20001,424000,1,1.0,Ledroit Park,693,,2006,19,612,329,Sold,,,http://www.redfin.com/DC/Washington/2022-Flagler-Pl-NW-20001/unit-F202/home/12530627,MRIS,DC10008822,N,Y,38.9175624,-77.0137556
PAST SALE,September-29-2017,Condo/Co-op,400 Evarts St NE #304,Washington,DC,20017,285000,1,1.0,Brookland,619,,1930,19,460,228,Sold,,,http://www.redfin.com/DC/Washington/400-Evarts-St-NE-20017/unit-304/home/12530335,MRIS,DC10044621,N,Y,38.9246955,-77.0002338
PAST SALE,September-12-2017,Condo/Co-op,5201-B Wisconsin Ave NW #313,Washington,DC,20015,365000,1,1.0,Chevy Chase,650,,2010,36,562,371,Sold,,,http://www.redfin.com/DC/Washington/5201-Wisconsin-Ave-20015/unit-313/home/40501753,MRIS,DC10032978,N,Y,38.9572488,-77.0836308
PAST SALE,September-22-2017,Condo/Co-op,2320 Wisconsin Ave NW #402,Washington,DC,20007,420000,1,1.0,Glover Park,725,,1984,26,579,490,Sold,,,http://www.redfin.com/DC/Washington/2320-Wisconsin-Ave-NW-20007/unit-402/home/9933809,MRIS,DC10032121,N,Y,38.9204559,-77.072113
PAST SALE,September-18-2017,Condo/Co-op,3925 Davis Pl NW #104,Washington,DC,20007,289000,1,1.0,Glover Park,648,,1940,30,446,398,Sold,,,http://www.redfin.com/DC/Washington/3925-Davis-Pl-NW-20007/unit-104/home/10186739,MRIS,DC10002148,N,Y,38.9239186,-77.07831
PAST SALE,July-24-2017,Condo/Co-op,1705 Lanier Pl NW #106,Washington,DC,20009,319000,1,1.0,Mount Pleasant,650,,1925,86,491,367,Sold,,,http://www.redfin.com/DC/Washington/1705-Lanier-Pl-NW-20009/unit-106/home/21908746,MRIS,DC9961039,N,Y,38.9262405,-77.0398412
PAST SALE,July-27-2017,Condo/Co-op,1401 Church St NW #317,Washington,DC,20005,565000,1,1.0,Logan,689,,2005,83,820,387,Sold,,,http://www.redfin.com/DC/Washington/1401-Church-St-NW-20005/unit-317/home/10192013,MRIS,DC9997951,N,Y,38.9105771,-77.03286
PAST SALE,August-14-2017,Condo/Co-op,3314 Mount Pleasant St NW #45,Washington,DC,20010,320000,1,1.0,Mount Pleasant,550,,1922,65,582,253,Sold,,,http://www.redfin.com/DC/Washington/3314-Mount-Pleasant-St-NW-20010/unit-000045/home/11747669,MRIS,DC9947028,N,Y,38.9330101,-77.0402446
